lig_Palmitico_2 vs lig_Palmitico_2_0001: 25.9804
lig_Palmitico_2_0005 vs lig_Palmitico_2_0018: 24.2171
lig_Palmitico_2_0005 vs lig_Palmitico_2_0019: 13.9780
lig_Palmitico_2_0005 vs lig_Palmitico_2_0020: 15.2589
lig_Palmitico_2_0006 vs lig_Palmitico_2_0007: 5.8266
lig_Palmitico_2_0006 vs lig_Palmitico_2_0008: 21.6137
lig_Palmitico_2_0006 vs lig_Palmitico_2_0009: 25.8561
lig_Palmitico_2_0006 vs lig_Palmitico_2_0010: 8.9606
lig_Palmitico_2_0006 vs lig_Palmitico_2_0011: 23.8517
lig_Palmitico_2_0006 vs lig_Palmitico_2_0012: 14.9408
lig_Palmitico_2_0006 vs lig_Palmitico_2_0013: 26.7662
lig_Palmitico_2_0006 vs lig_Palmitico_2_0014: 15.9611
lig_Palmitico_2_0006 vs lig_Palmitico_2_0015: 43.1180
lig_Palmitico_2_0006 vs lig_Palmitico_2_0016: 17.9431
lig_Palmitico_2_0006 vs lig_Palmitico_2_0017: 16.0414
lig_Palmitico_2_0006 vs lig_Palmitico_2_0018: 26.2044
lig_Palmitico_2_0006 vs lig_Palmitico_2_0019: 15.7016
lig_Palmitico_2_0006 vs lig_Palmitico_2_0020: 16.1408
lig_Palmitico_2_0007 vs lig_Palmitico_2_0008: 22.8184
lig_Palmitico_2_0007 vs lig_Palmitico_2_0009: 25.0446
lig_Palmitico_2_0007 vs lig_Palmitico_2_0010: 9.3996
lig_Palmitico_2_0007 vs lig_Palmitico_2_0011: 23.2790
lig_Palmitico_2_0007 vs lig_Palmitico_2_0012: 15.9031
lig_Palmitico_2_0007 vs lig_Palmitico_2_0013: 26.2847
lig_Palmitico_2_0007 vs lig_Palmitico_2_0014: 15.2221
lig_Palmitico_2_0007 vs lig_Palmitico_2_0015: 41.8986
lig_Palmitico_2_0007 vs lig_Palmitico_2_0016: 16.6053
lig_Palmitico_2_0007 vs lig_Palmitico_2_0017: 17.3661
lig_Palmitico_2_0007 vs lig_Palmitico_2_0018: 25.8146
lig_Palmitico_2_0007 vs lig_Palmitico_2_0019: 15.6114
lig_Palmitico_2_0007 vs lig_Palmitico_2_0020: 16.7207
lig_Palmitico_2_0008 vs lig_Palmitico_2_0009: 37.1475
lig_Palmitico_2_0008 vs lig_Palmitico_2_0010: 20.2962
lig_Palmitico_2_0008 vs lig_Palmitico_2_0011: 41.6160
lig_Palmitico_2_0008 vs lig_Palmitico_2_0012: 25.6687
lig_Palmitico_2_0008 vs lig_Palmitico_2_0013: 36.0612
lig_Palmitico_2_0008 vs lig_Palmitico_2_0014: 24.6793
lig_Palmitico_2_0008 vs lig_Palmitico_2_0015: 61.2018
lig_Palmitico_2_0008 vs lig_Palmitico_2_0016: 27.7250
lig_Palmitico_2_0008 vs lig_Palmitico_2_0017: 25.6426
lig_Palmitico_2_0008 vs lig_Palmitico_2_0018: 35.3803
lig_Palmitico_2_0008 vs lig_Palmitico_2_0019: 24.7745
lig_Palmitico_2_0008 vs lig_Palmitico_2_0020: 27.1452
lig_Palmitico_2_0009 vs lig_Palmitico_2_0010: 26.8078
lig_Palmitico_2_0009 vs lig_Palmitico_2_0011: 15.9086
lig_Palmitico_2_0009 vs lig_Palmitico_2_0012: 14.2672
lig_Palmitico_2_0009 vs lig_Palmitico_2_0013: 7.7315
lig_Palmitico_2_0009 vs lig_Palmitico_2_0014: 15.4711
lig_Palmitico_2_0009 vs lig_Palmitico_2_0015: 36.2820
lig_Palmitico_2_0009 vs lig_Palmitico_2_0016: 12.0461
lig_Palmitico_2_0009 vs lig_Palmitico_2_0017: 14.5396
lig_Palmitico_2_0009 vs lig_Palmitico_2_0018: 7.3399
lig_Palmitico_2_0009 vs lig_Palmitico_2_0019: 14.1595
lig_Palmitico_2_0009 vs lig_Palmitico_2_0020: 12.4447
lig_Palmitico_2_0010 vs lig_Palmitico_2_0011: 25.7263
lig_Palmitico_2_0010 vs lig_Palmitico_2_0012: 16.8797
lig_Palmitico_2_0010 vs lig_Palmitico_2_0013: 25.6843
lig_Palmitico_2_0010 vs lig_Palmitico_2_0014: 13.2587
lig_Palmitico_2_0010 vs lig_Palmitico_2_0015: 42.7322
lig_Palmitico_2_0010 vs lig_Palmitico_2_0016: 16.6734
lig_Palmitico_2_0010 vs lig_Palmitico_2_0017: 15.8876
lig_Palmitico_2_0010 vs lig_Palmitico_2_0018: 25.6388
lig_Palmitico_2_0010 vs lig_Palmitico_2_0019: 14.5737
lig_Palmitico_2_0010 vs lig_Palmitico_2_0020: 16.4030
lig_Palmitico_2_0011 vs lig_Palmitico_2_0012: 17.9466
lig_Palmitico_2_0011 vs lig_Palmitico_2_0013: 17.7720
lig_Palmitico_2_0011 vs lig_Palmitico_2_0014: 19.9990
lig_Palmitico_2_0011 vs lig_Palmitico_2_0015: 23.4513
lig_Palmitico_2_0011 vs lig_Palmitico_2_0016: 17.8746
lig_Palmitico_2_0011 vs lig_Palmitico_2_0017: 18.9659
lig_Palmitico_2_0011 vs lig_Palmitico_2_0018: 17.5244
lig_Palmitico_2_0011 vs lig_Palmitico_2_0019: 19.5476
lig_Palmitico_2_0011 vs lig_Palmitico_2_0020: 17.2204
lig_Palmitico_2_0012 vs lig_Palmitico_2_0013: 14.5429
lig_Palmitico_2_0012 vs lig_Palmitico_2_0014: 9.3078
lig_Palmitico_2_0012 vs lig_Palmitico_2_0015: 39.9504
lig_Palmitico_2_0012 vs lig_Palmitico_2_0016: 9.2711
lig_Palmitico_2_0012 vs lig_Palmitico_2_0017: 5.8859
lig_Palmitico_2_0012 vs lig_Palmitico_2_0018: 13.2888
lig_Palmitico_2_0012 vs lig_Palmitico_2_0019: 7.5736
lig_Palmitico_2_0012 vs lig_Palmitico_2_0020: 5.5599
lig_Palmitico_2_0013 vs lig_Palmitico_2_0014: 13.2691
lig_Palmitico_2_0013 vs lig_Palmitico_2_0015: 36.0286
lig_Palmitico_2_0013 vs lig_Palmitico_2_0016: 10.9635
lig_Palmitico_2_0013 vs lig_Palmitico_2_0017: 12.9098
lig_Palmitico_2_0013 vs lig_Palmitico_2_0018: 3.9248
lig_Palmitico_2_0013 vs lig_Palmitico_2_0019: 13.1469
lig_Palmitico_2_0013 vs lig_Palmitico_2_0020: 11.6618
lig_Palmitico_2_0014 vs lig_Palmitico_2_0015: 39.2783
lig_Palmitico_2_0014 vs lig_Palmitico_2_0016: 5.3229
lig_Palmitico_2_0014 vs lig_Palmitico_2_0017: 7.3481
lig_Palmitico_2_0014 vs lig_Palmitico_2_0018: 13.2287
lig_Palmitico_2_0014 vs lig_Palmitico_2_0019: 5.1798
lig_Palmitico_2_0014 vs lig_Palmitico_2_0020: 7.0313
lig_Palmitico_2_0015 vs lig_Palmitico_2_0016: 37.8409
lig_Palmitico_2_0015 vs lig_Palmitico_2_0017: 39.9138
lig_Palmitico_2_0015 vs lig_Palmitico_2_0018: 36.5368
lig_Palmitico_2_0015 vs lig_Palmitico_2_0019: 40.2912
lig_Palmitico_2_0015 vs lig_Palmitico_2_0020: 38.5736
lig_Palmitico_2_0016 vs lig_Palmitico_2_0017: 8.7603
lig_Palmitico_2_0016 vs lig_Palmitico_2_0018: 11.0555
lig_Palmitico_2_0016 vs lig_Palmitico_2_0019: 6.0159
lig_Palmitico_2_0016 vs lig_Palmitico_2_0020: 7.5114
lig_Palmitico_2_0017 vs lig_Palmitico_2_0018: 12.4327
lig_Palmitico_2_0017 vs lig_Palmitico_2_0019: 5.9919
lig_Palmitico_2_0017 vs lig_Palmitico_2_0020: 3.7283
lig_Palmitico_2_0018 vs lig_Palmitico_2_0019: 12.4892
lig_Palmitico_2_0018 vs lig_Palmitico_2_0020: 11.2760
lig_Palmitico_2_0019 vs lig_Palmitico_2_0020: 5.8645
